person_income,loan_percent_income,person_emp_length,loan_status
53700,0.56,1.0,1
55000,0.15,0.0,1
41820,0.06,4.0,0
50000,0.2,6.0,0
30000,0.05,7.0,0
40000,0.27,0.0,0
75744,0.2,2.0,0
52000,0.29,8.0,0
44000,0.19,1.0,0
82000,0.18,0.0,0
44000,0.18,18.0,0
148000,0.05,17.0,0
60000,0.09,6.0,0
78000,0.04,14.0,0
81600,0.05,0.0,0
85000,0.12,8.0,0
127992,0.2,10.0,0
75000,0.11,9.0,0
30000,0.19,3.0,1
114000,0.17,4.0,0
34992,0.14,1.0,0
82000,0.02,2.0,0
80000,0.16,6.0,0
68000,0.15,1.0,0
33600,0.12,14.0,0
190000,0.13,15.0,0
32400,0.15,5.0,1
33996,0.15,2.0,1
69600,0.14,2.0,0
64000,0.11,7.0,0
30000,0.33,3.0,1
36000,0.14,1.0,0
94400,0.37,4.0,0
85224,0.07,15.0,0
140000,0.07,4.0,0
84998,0.05,5.0,0
36000,0.26,2.0,0
96900,0.05,1.0,0
32500,0.15,3.0,0
130000,0.01,15.0,0
42000,0.12,2.0,0
70000,0.1,5.0,0
38400,0.26,8.0,0
31692,0.41,2.0,1
27000,0.13,0.0,1
25000,0.1,0.0,1
80000,0.19,0.0,0
130000,0.15,11.0,0
80000,0.09,4.0,0
87550,0.27,3.0,1
52000,0.19,7.0,0
36000,0.22,5.0,0
128000,0.02,7.0,0
90000,0.08,0.0,0
140000,0.06,10.0,0
83000,0.06,5.0,1
25000,0.44,1.0,0
53329,0.15,6.0,0
16800,0.39,7.0,1
64151,0.08,0.0,0
175000,0.12,8.0,0
37500,0.24,0.0,0
75000,0.13,10.0,0
40000,0.25,0.0,0
75000,0.02,5.0,0
26400,0.09,3.0,0
35000,0.17,2.0,0
22800,0.04,5.0,0
120000,0.17,11.0,0
65000,0.31,7.0,0
42000,0.29,8.0,0
29136,0.35,0.0,1
78500,0.06,2.0,0
75000,0.09,2.0,0
103000,0.06,2.0,0
54000,0.07,4.0,0
59004,0.25,1.0,1
49000,0.04,4.0,1
175000,0.1,6.0,0
50000,0.08,2.0,0
155000,0.12,4.0,0
47000,0.18,1.0,0
22944,0.22,7.0,0
78500,0.25,7.0,0
45000,0.22,1.0,0
39000,0.08,0.0,1
138000,0.17,0.0,1
102000,0.24,8.0,0
110000,0.05,15.0,0
40000,0.25,1.0,0
36400,0.19,3.0,0
102000,0.1,5.0,0
50000,0.14,3.0,0
90000,0.09,0.0,0
17520,0.17,5.0,1
26004,0.19,1.0,0
61000,0.16,12.0,0
92004,0.11,12.0,0
105000,0.11,5.0,0
98000,0.15,16.0,1
95000,0.05,3.0,0
70000,0.18,3.0,0
45000,0.16,1.0,0
105000,0.09,1.0,0
60000,0.23,8.0,0
45600,0.03,3.0,0
67675,0.04,9.0,0
42000,0.1,7.0,0
30996,0.23,7.0,0
55000,0.03,6.0,0
33000,0.41,0.0,1
25000,0.12,0.0,1
95000,0.21,2.0,0
62000,0.08,2.0,0
287300,0.04,1.0,1
27120,0.31,0.0,1
87000,0.09,0.0,0
40000,0.2,2.0,0
130000,0.14,7.0,0
88620,0.27,6.0,0
93000,0.16,9.0,0
21000,0.48,4.0,1
94500,0.15,6.0,0
60000,0.07,0.0,0
33000,0.36,1.0,1
26400,0.25,19.0,0
57996,0.37,4.0,0
50000,0.16,3.0,0
37200,0.11,5.0,0
25000,0.04,3.0,1
180000,0.07,2.0,0
82000,0.22,8.0,0
40000,0.15,5.0,0
30000,0.17,2.0,0
25568,0.47,7.0,1
38000,0.49,2.0,1
200000,0.07,8.0,0
106369,0.17,14.0,0
35000,0.17,2.0,0
30000,0.2,3.0,0
27996,0.15,1.0,0
29000,0.14,4.0,1
55728,0.23,0.0,0
30000,0.33,7.0,0
45000,0.11,11.0,1
90000,0.08,1.0,0
47000,0.13,3.0,0
63000,0.13,2.0,0
168000,0.15,6.0,0
55000,0.33,14.0,1
135000,0.07,4.0,0
62000,0.07,11.0,0
24000,0.08,5.0,0
30712,0.33,3.0,1
110000,0.11,6.0,0
52800,0.45,2.0,0
78000,0.09,12.0,0
182004,0.04,2.0,0
45000,0.31,10.0,0
60000,0.17,6.0,0
171996,0.09,1.0,0
88596,0.27,3.0,0
44004,0.16,2.0,1
90000,0.07,6.0,0
31200,0.3,6.0,0
75000,0.07,7.0,0
67200,0.08,7.0,0
68500,0.15,4.0,0
49500,0.05,7.0,0
55000,0.06,9.0,0
65000,0.09,6.0,0
39600,0.09,5.0,0
23004,0.27,1.0,0
49000,0.05,6.0,0
83000,0.07,6.0,0
36000,0.22,7.0,0
62500,0.19,7.0,0
54000,0.1,7.0,0
65707,0.03,1.0,0
53000,0.05,6.0,0
57996,0.04,2.0,0
18996,0.17,5.0,1
40000,0.17,3.0,0
85000,0.13,7.0,0
57000,0.11,2.0,0
41000,0.29,6.0,0
238000,0.11,2.0,1
120600,0.08,5.0,1
44000,0.14,0.0,0
58700,0.02,8.0,0
69000,0.14,7.0,0
100000,0.2,1.0,0
24000,0.06,2.0,0
24000,0.29,6.0,0
40800,0.15,11.0,0
41500,0.24,0.0,0
39750,0.18,5.0,0
70500,0.21,11.0,1
51996,0.1,3.0,0
35004,0.24,0.0,0
59700,0.25,5.0,0
60000,0.12,5.0,0
30000,0.3,5.0,0
102000,0.18,10.0,0
36000,0.11,5.0,1
46000,0.22,7.0,1
79272,0.04,0.0,0
30000,0.4,3.0,1
56400,0.14,4.0,0
63000,0.19,1.0,0
72000,0.08,5.0,0
95000,0.16,13.0,0
39000,0.23,5.0,0
30996,0.18,2.0,0
110000,0.14,0.0,0
74000,0.07,3.0,1
60000,0.22,6.0,0
45000,0.24,6.0,0
11000,0.35,3.0,1
25000,0.24,3.0,0
53000,0.23,1.0,0
150000,0.1,9.0,0
98000,0.26,9.0,1
14400,0.21,1.0,1
120000,0.1,2.0,0
85000,0.09,2.0,0
90000,0.1,2.0,0
80000,0.25,7.0,0
49530,0.32,7.0,1
101400,0.04,11.0,0
40000,0.13,4.0,0
22800,0.31,18.0,0
71711,0.07,9.0,0
45000,0.11,6.0,0
140004,0.09,4.0,0
42000,0.14,3.0,0
138000,0.07,4.0,0
56052,0.13,8.0,0
192000,0.13,1.0,0
48750,0.06,5.0,0
78000,0.04,4.0,0
12480,0.59,1.0,1
48000,0.02,9.0,0
90000,0.13,11.0,0
118000,0.17,0.0,1
24000,0.08,2.0,0
54000,0.15,4.0,1
55000,0.13,1.0,0
75000,0.07,0.0,0
31000,0.1,5.0,1
42300,0.13,3.0,0
60000,0.08,0.0,0
34800,0.11,2.0,1
105000,0.05,10.0,0
135000,0.08,0.0,0
65000,0.23,5.0,0
136000,0.06,4.0,1
27804,0.13,2.0,0
42000,0.12,6.0,0
33000,0.18,6.0,0
43000,0.17,1.0,1
65000,0.26,6.0,0
35004,0.29,0.0,0
48000,0.08,6.0,0
48000,0.21,8.0,0
189996,0.13,0.0,0
120000,0.04,8.0,0
74000,0.27,4.0,0
65000,0.23,17.0,0
60000,0.42,12.0,0
75996,0.05,0.0,0
84000,0.12,12.0,0
56000,0.1,3.0,0
40000,0.1,1.0,0
71000,0.17,1.0,0
83000,0.29,7.0,1
75000,0.16,6.0,0
96000,0.09,6.0,0
98000,0.12,5.0,0
39512,0.23,3.0,1
22000,0.41,3.0,1
65000,0.33,4.0,1
150000,0.03,8.0,0
60000,0.14,7.0,0
86028,0.29,4.0,0
115000,0.09,7.0,0
72000,0.09,11.0,0
84500,0.41,3.0,0
60000,0.12,4.0,0
30000,0.25,14.0,1
90000,0.19,7.0,0
24000,0.06,2.0,0
87000,0.21,2.0,0
30548,0.46,0.0,1
19200,0.19,2.0,1
54000,0.1,4.0,0
58075,0.07,6.0,0
33000,0.27,3.0,0
48000,0.17,4.0,0
22000,0.09,0.0,0
34800,0.18,2.0,0
70000,0.14,6.0,0
74500,0.1,6.0,1
70000,0.06,7.0,0
51996,0.14,8.0,0
29000,0.21,4.0,0
36000,0.14,1.0,1
71000,0.02,6.0,0
122500,0.08,1.0,0
40000,0.2,2.0,0
69000,0.01,0.0,0
32213,0.25,3.0,1
35000,0.2,0.0,0
84996,0.18,3.0,0
70000,0.21,0.0,0
74000,0.07,6.0,1
39000,0.43,4.0,0
31200,0.06,4.0,0
168000,0.09,2.0,0
86044,0.08,16.0,0
39996,0.25,2.0,0
97700,0.26,5.0,0
150000,0.08,1.0,0
46250,0.06,2.0,0
72500,0.1,2.0,0
48000,0.13,0.0,0
48000,0.05,8.0,1
114237,0.15,15.0,0
60000,0.05,3.0,0
31440,0.1,0.0,1
35000,0.17,10.0,0
121000,0.03,4.0,0
49000,0.33,2.0,1
37200,0.4,1.0,1
79000,0.11,0.0,0
140000,0.12,6.0,0
42200,0.31,5.0,0
36100,0.14,4.0,1
60000,0.08,0.0,1
75000,0.15,6.0,0
44000,0.23,0.0,0
103000,0.05,2.0,0
70000,0.28,11.0,0
35000,0.15,2.0,0
37200,0.19,4.0,0
53000,0.19,13.0,0
57000,0.14,5.0,0
49074,0.16,3.0,1
78700,0.18,6.0,0
58000,0.17,10.0,0
200000,0.08,5.0,0
32000,0.47,10.0,1
75000,0.31,3.0,1
85000,0.3,8.0,0
60635,0.11,5.0,0
140000,0.18,8.0,0
52582,0.16,5.0,0
21000,0.4,1.0,1
18000,0.17,3.0,1
80000,0.09,0.0,0
85000,0.18,3.0,0
36000,0.13,1.0,1
42000,0.29,4.0,0
50000,0.12,5.0,0
37000,0.24,5.0,0
110000,0.04,12.0,0
36996,0.14,3.0,0
54000,0.19,8.0,0
75000,0.16,4.0,0
65000,0.14,4.0,0
27000,0.18,1.0,0
42000,0.14,6.0,0
85000,0.24,0.0,0
69000,0.36,5.0,1
95000,0.15,5.0,0
60000,0.05,0.0,0
42000,0.27,1.0,0
60000,0.12,12.0,0
21000,0.24,2.0,0
50000,0.12,1.0,0
48000,0.12,9.0,0
48000,0.31,5.0,1
76000,0.26,4.0,1
42000,0.08,3.0,0
35004,0.29,5.0,0
70000,0.21,5.0,0
110000,0.08,7.0,0
52000,0.25,1.0,0
72000,0.21,12.0,0
75000,0.4,8.0,0
87000,0.29,9.0,0
64700,0.27,5.0,0
31200,0.19,1.0,1
32000,0.31,5.0,1
20000,0.45,2.0,1
125004,0.1,3.0,0
48000,0.42,0.0,1
44000,0.25,1.0,0
22000,0.44,3.0,1
51600,0.23,4.0,0
34000,0.29,3.0,1
37200,0.11,4.0,1
33996,0.26,0.0,1
85000,0.14,0.0,0
17760,0.25,0.0,1
76248,0.14,17.0,0
52200,0.08,3.0,0
47000,0.15,4.0,0
64800,0.1,4.0,0
56461,0.1,5.0,0
32000,0.44,7.0,1
50000,0.12,6.0,0
24000,0.08,0.0,0
25000,0.32,1.0,1
38400,0.43,0.0,0
57500,0.26,0.0,0
130000,0.07,0.0,0
50000,0.16,4.0,0
31400,0.33,3.0,1
45000,0.04,2.0,0
29000,0.39,1.0,1
57996,0.13,5.0,0
41017,0.12,6.0,0
52000,0.13,13.0,0
36000,0.18,0.0,0
210000,0.1,17.0,0
250000,0.04,5.0,0
55000,0.27,14.0,0
49500,0.2,3.0,0
140000,0.13,0.0,0
150000,0.04,0.0,0
78000,0.15,4.0,0
74000,0.23,0.0,1
14400,0.35,2.0,1
71000,0.23,0.0,0
35000,0.2,0.0,1
60000,0.1,9.0,0
49200,0.12,7.0,1
16500,0.12,1.0,0
135000,0.11,1.0,0
56000,0.11,6.0,0
21700,0.25,2.0,1
55000,0.1,3.0,0
36000,0.04,5.0,0
40000,0.33,9.0,1
72000,0.19,8.0,1
75000,0.07,8.0,0
51300,0.21,7.0,0
34800,0.21,4.0,0
60000,0.25,5.0,0
70000,0.06,1.0,0
116000,0.16,11.0,0
19392,0.1,7.0,0
45000,0.44,8.0,1
34800,0.03,0.0,0
50000,0.06,6.0,0
58327,0.16,4.0,0
75000,0.31,0.0,0
65000,0.17,1.0,0
65000,0.1,1.0,0
90000,0.04,6.0,0
33996,0.15,0.0,0
73008,0.21,4.0,1
129000,0.07,6.0,1
75000,0.03,0.0,0
125000,0.24,5.0,0
60500,0.2,6.0,0
79000,0.25,11.0,0
37000,0.16,4.0,0
44400,0.06,8.0,0
90000,0.22,9.0,0
24148,0.41,1.0,1
145124,0.08,21.0,1
40000,0.35,2.0,0
65338,0.1,6.0,0
45600,0.27,3.0,1
51600,0.09,1.0,1
145000,0.05,0.0,0
24000,0.21,5.0,0
148000,0.09,8.0,0
62352,0.06,3.0,0
42000,0.1,8.0,1
59000,0.34,4.0,0
145000,0.07,3.0,0
21600,0.05,0.0,0
95004,0.26,10.0,0
50000,0.3,3.0,0
31000,0.12,7.0,1
50000,0.1,7.0,0
60000,0.08,6.0,0
120000,0.05,2.0,0
79000,0.09,14.0,0
130000,0.19,0.0,0
60000,0.1,15.0,0
31303,0.38,7.0,0
30000,0.33,3.0,1
25960,0.47,1.0,1
62900,0.11,1.0,1
54000,0.07,8.0,0
36000,0.08,0.0,0
60000,0.25,11.0,0
12000,0.21,5.0,1
80000,0.15,15.0,0
82000,0.11,2.0,0
40000,0.13,6.0,0
60000,0.16,0.0,0
69476,0.09,3.0,0
85000,0.08,1.0,0
96000,0.22,6.0,0
55560,0.03,5.0,0
60000,0.1,1.0,0
47484,0.11,0.0,0
62000,0.16,5.0,0
27600,0.27,4.0,0
67000,0.15,12.0,0
30000,0.44,2.0,0
77237,0.08,0.0,0
23000,0.21,2.0,0
84456,0.12,5.0,0
130000,0.19,4.0,0
48956,0.06,0.0,0
78000,0.15,5.0,0
58000,0.28,7.0,1
74000,0.11,7.0,0
62050,0.03,1.0,1
72000,0.07,1.0,0
35000,0.09,0.0,0
160000,0.22,0.0,0
61838,0.17,12.0,0
30000,0.5,3.0,0
37000,0.38,0.0,1
70000,0.07,0.0,0
74872,0.2,4.0,0
30000,0.1,1.0,0
28000,0.14,2.0,0
43000,0.07,1.0,0
105000,0.13,0.0,0
120000,0.12,3.0,0
150000,0.17,5.0,0
65000,0.18,0.0,0
40000,0.45,3.0,0
63996,0.13,2.0,0
97000,0.26,4.0,0
70000,0.26,3.0,0
143000,0.06,5.0,1
41000,0.05,2.0,0
27000,0.22,7.0,1
145000,0.14,4.0,0
45516,0.13,13.0,0
30000,0.12,0.0,0
100000,0.11,0.0,0
85000,0.09,2.0,0
180000,0.1,8.0,0
43000,0.12,11.0,0
64000,0.05,7.0,1
54000,0.14,7.0,0
58000,0.15,0.0,0
150000,0.16,2.0,0
48000,0.16,4.0,0
26000,0.09,1.0,1
70000,0.09,6.0,0
34000,0.07,0.0,1
31800,0.09,6.0,1
125000,0.1,0.0,0
90000,0.11,7.0,0
125000,0.1,9.0,0
60000,0.15,5.0,0
63000,0.16,10.0,0
60000,0.13,0.0,0
28800,0.35,2.0,0
14400,0.28,0.0,1
50000,0.24,9.0,0
55200,0.22,9.0,0
65000,0.05,6.0,0
42000,0.29,2.0,1
192000,0.13,14.0,0
33600,0.29,9.0,0
120000,0.13,0.0,0
85000,0.12,11.0,0
20000,0.25,5.0,0
35000,0.23,9.0,0
52000,0.09,6.0,1
48000,0.13,8.0,0
31200,0.03,2.0,0
32000,0.22,3.0,0
35000,0.23,0.0,1
57000,0.13,9.0,0
36000,0.11,2.0,0
39996,0.45,2.0,1
48000,0.13,1.0,0
66000,0.23,9.0,0
30000,0.15,3.0,0
62000,0.05,1.0,0
15600,0.26,2.0,1
499800,0.04,4.0,1
40000,0.15,8.0,0
32000,0.31,0.0,0
83000,0.22,14.0,0
59000,0.2,6.0,0
110000,0.19,17.0,0
69000,0.07,1.0,1
76464,0.26,8.0,0
30000,0.16,2.0,1
70000,0.11,0.0,0
70000,0.17,4.0,0
90000,0.13,8.0,0
102000,0.06,13.0,0
120000,0.21,9.0,0
78300,0.06,0.0,0
35000,0.18,0.0,0
60000,0.2,2.0,0
50402,0.06,4.0,0
58000,0.3,0.0,0
55000,0.15,4.0,0
42000,0.26,12.0,0
30000,0.1,2.0,0
38400,0.08,7.0,0
13000,0.31,4.0,1
76000,0.04,2.0,0
52800,0.08,4.0,1
140000,0.04,3.0,0
44604,0.03,11.0,0
90000,0.14,0.0,0
37000,0.16,5.0,0
70000,0.03,7.0,0
60000,0.25,0.0,0
58000,0.31,6.0,1
60612,0.09,6.0,0
67200,0.06,5.0,0
26400,0.2,7.0,0
36000,0.03,6.0,0
65000,0.1,8.0,0
28000,0.09,5.0,0
37200,0.08,3.0,0
79500,0.2,8.0,0
109500,0.05,10.0,0
78000,0.13,14.0,0
51840,0.17,9.0,0
57000,0.26,4.0,0
75000,0.16,7.0,0
60000,0.13,8.0,0
58800,0.27,13.0,0
65000,0.05,1.0,0
24000,0.13,2.0,0
81600,0.11,7.0,0
68000,0.23,3.0,0
82000,0.26,3.0,0
65000,0.09,8.0,0
64000,0.13,9.0,1
78300,0.19,0.0,0
72150,0.19,3.0,0
31836,0.2,1.0,0
45000,0.33,7.0,1
87000,0.17,6.0,0
28320,0.11,1.0,0
30000,0.18,2.0,1
28000,0.36,6.0,0
84996,0.2,12.0,0
37200,0.19,0.0,0
18996,0.17,3.0,1
117300,0.07,12.0,1
115000,0.09,3.0,0
71400,0.3,9.0,1
58000,0.08,0.0,0
55000,0.09,0.0,0
34000,0.29,8.0,0
66500,0.18,4.0,0
55000,0.12,6.0,0
39996,0.13,4.0,0
50000,0.17,5.0,0
36000,0.08,1.0,0
87500,0.09,3.0,0
78000,0.32,1.0,1
390000,0.09,8.0,0
57000,0.03,0.0,0
34000,0.44,6.0,1
76000,0.06,9.0,1
30000,0.33,0.0,0
142000,0.17,14.0,0
29000,0.22,4.0,1
40000,0.14,1.0,0
98000,0.05,3.0,1
42000,0.12,0.0,0
75000,0.11,5.0,0
104000,0.34,10.0,0
32900,0.15,4.0,1
30100,0.26,0.0,0
120000,0.12,11.0,0
37920,0.16,4.0,0
44390,0.32,3.0,0
30000,0.07,11.0,0
44400,0.34,13.0,1
78456,0.32,5.0,0
26592,0.09,1.0,1
47000,0.13,1.0,0
65000,0.08,10.0,0
46776,0.32,7.0,0
55000,0.31,9.0,0
48000,0.31,1.0,1
90000,0.09,12.0,0
285000,0.07,5.0,0
48000,0.1,2.0,0
69000,0.09,7.0,1
56400,0.35,0.0,0
82000,0.07,8.0,0
45000,0.22,2.0,0
60000,0.2,4.0,0
99275,0.1,1.0,0
69996,0.09,1.0,0
95000,0.13,6.0,0
50052,0.3,8.0,0
60000,0.27,9.0,0
40000,0.08,1.0,0
127000,0.17,6.0,0
40000,0.07,7.0,0
78000,0.12,6.0,0
19200,0.21,5.0,1
231252,0.01,1.0,0
19968,0.2,3.0,1
30000,0.13,6.0,1
28000,0.29,0.0,0
92000,0.16,19.0,0
54000,0.07,18.0,0
62004,0.06,6.0,0
115000,0.19,4.0,0
80000,0.15,8.0,0
66504,0.05,11.0,0
115000,0.24,1.0,0
63000,0.11,3.0,0
40000,0.33,2.0,1
27000,0.35,9.0,0
31200,0.48,4.0,0
145000,0.1,9.0,0
64000,0.16,4.0,0
49000,0.08,11.0,0
30000,0.16,1.0,0
55000,0.03,7.0,0
19240,0.46,0.0,1
36000,0.03,1.0,0
40000,0.15,4.0,0
20800,0.35,0.0,1
48000,0.16,0.0,0
74000,0.2,1.0,1
70000,0.21,3.0,0
13000,0.31,2.0,1
95000,0.12,4.0,0
70004,0.18,0.0,0
78996,0.06,9.0,0
69600,0.02,7.0,0
80000,0.28,2.0,0
48000,0.42,2.0,1
111000,0.25,11.0,0
20000,0.15,2.0,0
50000,0.34,3.0,0
45000,0.12,0.0,0
24000,0.1,3.0,0
53000,0.15,6.0,0
80000,0.07,3.0,0
120000,0.08,11.0,0
70000,0.09,6.0,0
33000,0.21,0.0,0
25200,0.2,0.0,0
38004,0.16,0.0,0
40860,0.1,0.0,0
76000,0.19,2.0,0
66000,0.11,0.0,0
49000,0.2,10.0,1
45000,0.2,0.0,0
30000,0.03,5.0,0
30000,0.2,5.0,0
84000,0.26,3.0,0
65500,0.17,11.0,0
62000,0.11,5.0,0
40000,0.23,3.0,0
80000,0.15,0.0,0
75000,0.08,11.0,0
41000,0.12,5.0,0
45000,0.11,4.0,0
119496,0.1,7.0,0
130000,0.05,7.0,0
42000,0.5,0.0,1
34000,0.24,6.0,1
84000,0.08,0.0,0
73000,0.19,9.0,0
135000,0.19,4.0,0
90000,0.13,3.0,0
65000,0.25,5.0,0
54996,0.09,0.0,0
37152,0.06,12.0,0
41200,0.17,1.0,0
68000,0.1,2.0,0
28584,0.19,4.0,0
40000,0.17,2.0,0
20000,0.24,0.0,0
185000,0.1,18.0,0
584800,0.03,4.0,1
48000,0.05,4.0,0
37800,0.34,1.0,1
78300,0.13,1.0,0
81000,0.19,0.0,0
36000,0.19,0.0,1
46000,0.15,18.0,0
120000,0.05,7.0,0
93600,0.27,5.0,0
96000,0.08,10.0,0
65000,0.12,1.0,0
43680,0.34,0.0,0
54000,0.16,16.0,0
36300,0.11,0.0,0
66000,0.11,2.0,0
39000,0.19,3.0,1
48000,0.07,0.0,1
105000,0.11,6.0,0
41500,0.27,3.0,1
336000,0.01,1.0,0
37560,0.33,2.0,1
31200,0.19,2.0,1
48226,0.15,9.0,0
97200,0.21,4.0,0
96000,0.21,6.0,0
80000,0.12,6.0,0
117996,0.15,6.0,0
100000,0.13,3.0,0
60000,0.13,6.0,0
93000,0.11,7.0,0
28500,0.12,4.0,0
112732,0.04,5.0,0
78000,0.13,3.0,0
38100,0.13,6.0,1
160000,0.09,7.0,0
85000,0.14,1.0,0
60000,0.2,7.0,0
47000,0.22,5.0,0
21000,0.1,0.0,0
44500,0.22,2.0,0
135000,0.15,2.0,0
80000,0.13,3.0,0
51996,0.38,13.0,1
29435,0.41,8.0,1
24000,0.06,0.0,1
51500,0.23,1.0,0
200000,0.08,0.0,0
19200,0.26,3.0,1
31200,0.21,1.0,0
79536,0.21,12.0,0
58000,0.12,11.0,0
65000,0.05,5.0,0
45000,0.31,5.0,1
27120,0.34,5.0,1
130000,0.18,3.0,0
36000,0.28,3.0,0
97000,0.08,9.0,0
36000,0.24,3.0,0
35000,0.07,2.0,0
35000,0.23,8.0,0
74000,0.2,7.0,0
80000,0.19,8.0,0
51000,0.2,7.0,0
97000,0.07,3.0,0
97000,0.15,7.0,0
70000,0.21,7.0,0
60000,0.25,12.0,0
42000,0.26,0.0,1
166000,0.14,1.0,0
42000,0.1,0.0,0
77000,0.05,2.0,0
35000,0.32,5.0,1
38400,0.17,1.0,0
54000,0.17,0.0,1
37000,0.25,0.0,0
30000,0.08,0.0,0
62604,0.14,2.0,0
60000,0.17,8.0,0
37212,0.54,6.0,1
54996,0.22,0.0,0
19200,0.06,4.0,1
144000,0.24,0.0,0
31000,0.39,4.0,0
51600,0.19,16.0,0
30000,0.21,2.0,0
12000,0.23,0.0,1
30000,0.17,2.0,1
24000,0.25,5.0,0
63816,0.05,4.0,0
65000,0.13,2.0,0
52800,0.04,10.0,0
42000,0.2,0.0,0
41000,0.07,17.0,0
115000,0.07,5.0,0
45000,0.17,4.0,0
36000,0.56,5.0,1
24000,0.54,2.0,1
65000,0.12,2.0,0
110000,0.22,0.0,0
89250,0.24,3.0,1
24000,0.21,9.0,0
135000,0.07,12.0,0
62165,0.15,2.0,1
110000,0.08,0.0,0
30000,0.33,2.0,0
30000,0.27,6.0,0
28800,0.28,1.0,0
36000,0.11,1.0,0
25000,0.14,0.0,0
24000,0.13,3.0,0
55000,0.22,4.0,0
92700,0.02,6.0,0
53808,0.28,4.0,0
73000,0.27,1.0,1
56000,0.21,2.0,0
57600,0.12,12.0,0
42000,0.29,2.0,0
85000,0.12,6.0,0
80000,0.09,4.0,0
54000,0.15,3.0,0
113000,0.12,1.0,1
83137,0.04,12.0,0
105000,0.07,6.0,0
39396,0.15,0.0,1
75000,0.33,9.0,1
104000,0.18,2.0,0
200000,0.1,0.0,0
24996,0.1,8.0,0
120000,0.05,4.0,0
59497,0.24,4.0,1
27500,0.11,0.0,0
157000,0.18,8.0,0
